timestamp,model,prompt_set,concept_term,A1_fsn,A2_semantic_tag,A3_definition_status,A4_parents,A5_grandparents,A6_children,A7_siblings
2026-03-05T09:37:03.118553,gemini-3-flash-preview,set1,Entire costal groove of eighth rib,Entire costal groove of eighth rib (body structure),body structure,Primitive,Entire costal groove (body structure)|Entire eighth rib (body structure),Entire costal groove of rib (body structure)|Structure of costal groove (body structure)|Entire rib (body structure)|Structure of eighth rib (body structure),None,Entire costal groove of first rib (body structure)|Entire costal groove of second rib (body structure)|Entire costal groove of third rib (body structure)|Entire costal groove of fourth rib (body structure)|Entire costal groove of fifth rib (body structure)|Entire costal groove of sixth rib (body structure)|Entire costal groove of seventh rib (body structure)|Entire costal groove of ninth rib (body structure)|Entire costal groove of tenth rib (body structure)|Entire costal groove of eleventh rib (body structure)|Entire costal groove of twelfth rib (body structure)|Entire head of eighth rib (body structure)|Entire neck of eighth rib (body structure)|Entire shaft of eighth rib (body structure)|Entire tubercle of eighth rib (body structure)
2026-03-05T09:37:19.686804,gemini-3-flash-preview,set1,Myxopapillary ependymoma of brain,Myxopapillary ependymoma of brain (disorder),disorder,Fully defined,Ependymoma of brain (disorder)|Myxopapillary ependymoma (disorder),Ependymal tumor of brain (disorder)|Ependymoma (disorder)|Neoplasm of brain (disorder)|Neuroepithelial neoplasm of brain (disorder),None,Anaplastic ependymoma of brain (disorder)|Clear cell ependymoma of brain (disorder)|Myxopapillary ependymoma of spinal cord (disorder)|Tanycytic ependymoma of brain (disorder)
2026-03-05T09:37:32.508105,gemini-3-flash-preview,set1,Repositioning of cardioverter/defibrillator leads,Repositioning of cardioverter/defibrillator lead (procedure),procedure,Primitive,Revision of cardioverter/defibrillator lead (procedure)|Repositioning of cardiac lead (procedure),Repair of cardiac pacemaker or cardioverter/defibrillator (procedure)|Revision of cardiac pacemaker or cardioverter/defibrillator (procedure)|Revision of cardiac lead (procedure)|Repositioning (procedure),None,Removal of cardioverter/defibrillator lead (procedure)|Replacement of cardioverter/defibrillator lead (procedure)|Repositioning of cardiac pacemaker lead (procedure)
2026-03-05T09:37:40.582055,gemini-3-flash-preview,set1,Buttiauxella brennerae,Buttiauxella brennerae (organism),organism,Primitive,Genus Buttiauxella (organism),Family Enterobacteriaceae (organism),None,Buttiauxella agrestis (organism)|Buttiauxella ferragutiae (organism)|Buttiauxella gaviniae (organism)|Buttiauxella izardii (organism)|Buttiauxella noackiae (organism)|Buttiauxella warmboldiae (organism)
2026-03-05T09:37:47.337918,gemini-3-flash-preview,set1,Position of testicle,Position of testicle (observable entity),observable entity,Primitive,Anatomic site property (observable entity),Property (observable entity),Position of left testicle (observable entity)|Position of right testicle (observable entity),Organ position (observable entity)|Position of heart (observable entity)|Position of kidney (observable entity)|Position of liver (observable entity)|Position of lung (observable entity)|Position of ovary (observable entity)|Position of uterus (observable entity)
2026-03-05T09:37:59.439109,gemini-3-flash-preview,set1,Accidental lomustine poisoning,Accidental lomustine poisoning (disorder),disorder,Fully defined,Accidental poisoning (disorder)|Poisoning caused by lomustine (disorder),Poisoning (disorder)|Accidental event (event)|Poisoning caused by nitrosourea (disorder)|Poisoning caused by alkylating agent (disorder),None,Intentional lomustine poisoning (disorder)|Lomustine poisoning of undetermined intent (disorder)|Accidental carmustine poisoning (disorder)|Accidental semustine poisoning (disorder)|Accidental cyclophosphamide poisoning (disorder)
2026-03-05T09:38:08.859215,gemini-3-flash-preview,set1,Hemangioma of retina of bilateral eyes,Hemangioma of retina of bilateral eyes (disorder),disorder,Fully defined,Hemangioma of retina (disorder)|Bilateral retinal lesion (disorder),Benign neoplasm of retina (disorder)|Hemangioma (disorder)|Retinal vascular disorder (disorder)|Disorder of retina (disorder)|Bilateral eye disorder (disorder),None,Hemangioma of retina of left eye (disorder)|Hemangioma of retina of right eye (disorder)|Bilateral retinal edema (disorder)|Bilateral retinal hemorrhage (disorder)|Bilateral macular lesion (disorder)
2026-03-05T09:38:20.294196,gemini-3-flash-preview,set1,Mandelate racemase,Mandelate racemase (substance),substance,Primitive,Isomerase (substance),Enzyme (substance),None,Alanine racemase (substance)|Glucose-6-phosphate isomerase (substance)|Glutamate racemase (substance)|Lactate racemase (substance)|Lysine racemase (substance)|Proline racemase (substance)|Triose-phosphate isomerase (substance)
2026-03-05T09:38:30.438609,gemini-3-flash-preview,set1,Structure of rhomboideus thoracis muscle,Structure of rhomboideus thoracis muscle (body structure),body structure,Primitive,Structure of rhomboid muscle (body structure),Structure of muscle of back (body structure)|Structure of muscle of shoulder girdle (body structure),None,Structure of rhomboideus cervicis muscle (body structure)
2026-03-05T09:38:38.656798,gemini-3-flash-preview,set1,Unable to move from lying to sitting,Unable to move from lying to sitting (finding),(finding),Primitive,Difficulty moving from lying to sitting (finding)|Unable to change body position (finding),Difficulty changing body position (finding)|Unable to move (finding),None,Unable to get in and out of bed (finding)|Unable to move from sitting to standing (finding)|Unable to move from sitting to lying (finding)|Unable to turn over in bed (finding)|Unable to move from standing to sitting (finding)
2026-03-05T09:38:44.027356,gemini-3-flash-preview,set1,Contact lens inserter/remover,Contact lens inserter/remover (physical object),physical object,Primitive,Contact lens care device (physical object),Ophthalmic device (physical object),None,Contact lens case (physical object)
2026-03-05T09:38:57.807542,gemini-3-flash-preview,set1,Cytosine deaminase,Cytosine deaminase (substance),(substance),Primitive,Deaminase (substance),Hydrolase (substance),None,Adenosine deaminase (substance)|AMP deaminase (substance)|Cytidine deaminase (substance)|Guanine deaminase (substance)|Cytidylate deaminase (substance)
2026-03-05T09:39:04.734783,gemini-3-flash-preview,set1,Atrolysin F,Atrolysin F (substance),substance,Primitive,Crotalus atrox metalloproteinase (substance),Metalloproteinase (substance),None,Atrolysin A (substance)|Atrolysin B (substance)|Atrolysin C (substance)|Atrolysin D (substance)|Atrolysin E (substance)
2026-03-05T09:39:18.851935,gemini-3-flash-preview,set1,Entire pupillary margin of iris,Entire pupillary margin of iris (body structure),body structure,Primitive,Pupillary margin of iris (body structure)|Entire margin of iris (body structure),Iris structure (body structure)|Margin of iris (body structure)|Entire iris (body structure),Pupillary margin of iris of left eye (body structure)|Pupillary margin of iris of right eye (body structure),Entire ciliary margin of iris (body structure)
2026-03-05T09:39:29.247554,gemini-3-flash-preview,set1,Compression hosiery class II below knee stocking flatbed knit made to measure,Compression hosiery class II below knee stocking flatbed knit made to measure (physical object),(physical object),Primitive,Compression hosiery class II below knee stocking (physical object)|Compression hosiery below knee stocking flatbed knit made to measure (physical object),Compression hosiery class II stocking (physical object)|Compression hosiery below knee stocking (physical object)|Made to measure compression hosiery (physical object)|Flatbed knit compression hosiery (physical object),None,Compression hosiery class II below knee stocking circular knit (physical object)|Compression hosiery class II below knee stocking flatbed knit (physical object)|Compression hosiery class I below knee stocking flatbed knit made to measure (physical object)|Compression hosiery class III below knee stocking flatbed knit made to measure (physical object)
2026-03-05T09:39:40.701739,gemini-3-flash-preview,set1,Entire small subcutaneous vein,Entire small subcutaneous vein (body structure),body structure,Primitive,Entire subcutaneous vein (body structure)|Small vein structure (body structure),Subcutaneous vein structure (body structure)|Entire vein (body structure)|Vein structure (body structure),Entire superficial dorsal metacarpal vein (body structure)|Entire superficial dorsal metatarsal vein (body structure),Entire accessory saphenous vein (body structure)|Entire great saphenous vein (body structure)|Entire small saphenous vein (body structure)|Entire superficial circumflex iliac vein (body structure)|Entire superficial epigastric vein (body structure)|Entire superficial external pudendal vein (body structure)|Entire thoracoepigastric vein (body structure)
2026-03-05T09:39:54.083175,gemini-3-flash-preview,set1,Operation on pharynx,Operation on pharynx (procedure),procedure,Primitive,Operation on upper respiratory tract (procedure)|Procedure on pharynx (procedure),Operation on respiratory tract (procedure)|Procedure on digestive system (procedure)|Procedure on mouth and/or pharynx (procedure)|Procedure on respiratory system (procedure)|Procedure on upper respiratory tract (procedure),Closure of fistula of pharynx (procedure)|Destruction of lesion of pharynx (procedure)|Diverticulectomy of pharynx (procedure)|Excision of pharynx (procedure)|Incision of pharynx (procedure)|Pharyngoplasty (procedure)|Repair of pharynx (procedure),Operation on larynx (procedure)|Operation on nasal cavity (procedure)|Operation on paranasal sinuses (procedure)|Operation on trachea (procedure)
2026-03-05T09:40:01.788233,gemini-3-flash-preview,set1,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft,Fluoroscopic angiography of dialysis fistula using contrast with insertion of stent graft (procedure),procedure,Fully defined,Insertion of stent graft into dialysis fistula (procedure)|Fluoroscopic angiography of dialysis fistula using contrast (procedure),Insertion of stent graft into arteriovenous fistula (procedure)|Repair of dialysis fistula (procedure)|Angiography of dialysis fistula (procedure)|Fluoroscopic angiography (procedure),None,Fluoroscopic angiography of dialysis fistula using contrast and balloon angioplasty (procedure)|Fluoroscopic angiography of dialysis fistula using contrast and pharmacomechanical thrombolysis (procedure)|Fluoroscopic angiography of dialysis fistula using contrast and thrombectomy (procedure)
2026-03-05T09:40:10.662516,gemini-3-flash-preview,set1,Product containing only methotrexate,Product containing only methotrexate (medicinal product),medicinal product,Fully defined,Product containing methotrexate (medicinal product),Product containing folic acid analogue (medicinal product)|Antineoplastic agent (product)|Antirheumatic agent (product)|Immunosuppressive agent (product),Methotrexate 2.5mg tablet (clinical drug)|Methotrexate 10mg tablet (clinical drug)|Methotrexate oral liquid (product)|Methotrexate injection (product),Product containing only methotrexate sodium (medicinal product)
2026-03-05T09:40:20.237553,gemini-3-flash-preview,set1,Wart clinic,Wart clinic (environment),environment,Primitive,Skin clinic (environment),Specialist clinic (environment),None,Acne clinic (environment)|Contact dermatitis clinic (environment)|Dermatological surgery clinic (environment)|Dermatology clinic (environment)|Phototherapy clinic (environment)|Pigmented lesion clinic (environment)|Psoriasis clinic (environment)
2026-03-05T09:40:31.199410,gemini-3-flash-preview,set1,Hemoglobin Dagestan,Hemoglobin Dagestan (substance),(substance),Primitive,Variant hemoglobin (substance),Hemoglobin (substance)|Variant substance (substance),None,Hemoglobin S (substance)|Hemoglobin C (substance)|Hemoglobin E (substance)|Hemoglobin D (substance)|Hemoglobin Lepore (substance)|Hemoglobin Constant Spring (substance)|Hemoglobin G-Philadelphia (substance)|Hemoglobin J (substance)|Hemoglobin O (substance)
2026-03-05T09:40:48.463032,gemini-3-flash-preview,set1,Substance,Substance (substance),substance,Primitive,SNOMED CT Concept (SNOMED RT+CTV3),None,Allergen (substance)|Biological substance (substance)|Body substance (substance)|Chemical (substance)|Dietary component (substance)|Drug or medicament (substance)|Inorganic substance (substance)|Organic substance (substance),Body structure (body structure)|Clinical finding (finding)|Environment or geographical location (environment / location)|Event (event)|Observable entity (observable entity)|Organism (organism)|Pharmaceutical / biologic product (product)|Physical force (physical force)|Physical object (physical object)|Procedure (procedure)|Qualifier value (qualifier value)|Record artifact (record artifact)|SNOMED CT Model Component (metadata)|Social context (social context)|Special concept (special concept)|Specimen (specimen)|Staging and scales (staging scale)
2026-03-05T09:40:57.639591,gemini-3-flash-preview,set1,Family Chlorobiaceae,Family Chlorobiaceae (organism),organism,Primitive,Order Chlorobiales (organism),Class Chlorobia (organism),Genus Chlorobium (organism)|Genus Pelodictyon (organism)|Genus Prosthecochloris (organism)|Genus Chloropseudomonas (organism),None
2026-03-05T09:41:12.278019,gemini-3-flash-preview,set1,Structure of pedicle of axis,Structure of pedicle of axis (body structure),body structure,Primitive,Pedicle of vertebral arch (body structure)|Structure of pedicle of second cervical vertebra (body structure),Bone structure of pedicle of vertebra (body structure)|Structure of vertebral arch (body structure)|Structure of second cervical vertebra (body structure),Structure of left pedicle of axis (body structure)|Structure of right pedicle of axis (body structure),Structure of pedicle of atlas (body structure)|Structure of pedicle of third cervical vertebra (body structure)|Structure of pedicle of fourth cervical vertebra (body structure)|Structure of pedicle of fifth cervical vertebra (body structure)|Structure of pedicle of sixth cervical vertebra (body structure)|Structure of pedicle of seventh cervical vertebra (body structure)|Structure of pedicle of thoracic vertebra (body structure)|Structure of pedicle of lumbar vertebra (body structure)
2026-03-05T09:41:40.938641,gemini-3-flash-preview,set1,Bone structure of L4,Bone structure of fourth lumbar vertebra (body structure),body structure,Primitive,Bone structure of lumbar vertebra (body structure)|Structure of fourth lumbar vertebra (body structure),Bone structure of vertebra (body structure)|Structure of lumbar vertebra (body structure),None,Bone structure of first lumbar vertebra (body structure)|Bone structure of second lumbar vertebra (body structure)|Bone structure of third lumbar vertebra (body structure)|Bone structure of fifth lumbar vertebra (body structure)|Entire fourth lumbar vertebra (body structure)
2026-03-05T09:41:53.536545,gemini-3-flash-preview,set1,Lasègue's arm sign,Lasègue's arm sign (finding),finding,Primitive,Neurological sign (finding),Clinical finding (finding),(none),Lasègue's sign (finding)|Babinski sign (finding)|Kernig's sign (finding)|Brudzinski's sign (finding)|Romberg's sign (finding)|Chvostek's sign (finding)|Hoffman's sign (finding)
2026-03-05T09:42:08.517221,gemini-3-flash-preview,set1,Neuroendocrine tumor of middle ear,Neuroendocrine tumor of middle ear (disorder),disorder,Fully defined,Middle ear neoplasm (disorder)|Neuroendocrine tumor of head and neck (disorder),Middle ear disease (disorder)|Neoplasm of ear (disorder)|Neoplasm of head and neck (disorder)|Neuroendocrine tumor (disorder),Carcinoid tumor of middle ear (disorder),Adenoma of middle ear (disorder)|Hemangioma of middle ear (disorder)|Malignant neoplasm of middle ear (disorder)|Neuroendocrine tumor of larynx (disorder)|Neuroendocrine tumor of nasopharynx (disorder)|Neuroendocrine tumor of nose (disorder)
2026-03-05T09:42:19.605517,gemini-3-flash-preview,set1,Extension Namespace {1000194},Extension Namespace {1000194} (namespace concept),namespace concept,Primitive,Namespace (namespace concept),SNOMED CT Model Component (metadata),None,Extension Namespace {1000000} (namespace concept)|Extension Namespace {1000001} (namespace concept)|Extension Namespace {1000119} (namespace concept)|Extension Namespace {1000132} (namespace concept)|Extension Namespace {1000174} (namespace concept)
2026-03-05T09:42:35.311406,gemini-3-flash-preview,set1,Fracture of third rib,Fracture of third rib (disorder),disorder,Fully defined,Fracture of rib (disorder),Fracture of bone of thorax (disorder)|Rib injury (disorder),Closed fracture of third rib (disorder)|Open fracture of third rib (disorder)|Pathological fracture of third rib (disorder),Fracture of first rib (disorder)|Fracture of second rib (disorder)|Fracture of fourth rib (disorder)|Fracture of fifth rib (disorder)|Fracture of sixth rib (disorder)|Fracture of seventh rib (disorder)|Fracture of eighth rib (disorder)|Fracture of ninth rib (disorder)|Fracture of tenth rib (disorder)|Fracture of eleventh rib (disorder)|Fracture of twelfth rib (disorder)
2026-03-05T09:42:47.961583,gemini-3-flash-preview,set1,Overriding tricuspid valve,Overriding tricuspid valve (disorder),(disorder),Primitive,Malposition of heart valve (disorder)|Congenital malformation of tricuspid valve (disorder),Congenital anomaly of heart valve (disorder)|Congenital malposition of cardiac structure (disorder)|Congenital malformation of heart (disorder),None,Overriding mitral valve (disorder)|Overriding aortic valve (disorder)|Overriding pulmonary valve (disorder)|Ebstein anomaly (disorder)|Atresia of tricuspid valve (disorder)|Congenital stenosis of tricuspid valve (disorder)|Congenital insufficiency of tricuspid valve (disorder)
2026-03-05T09:43:04.290584,gemini-3-flash-preview,set1,Cerebellar laceration with open intracranial wound,Cerebellar laceration with open intracranial wound (disorder),disorder,Fully defined,Cerebellar laceration (disorder)|Traumatic open intracranial wound (disorder),Injury of cerebellum (disorder)|Traumatic brain injury (disorder)|Open wound of head (disorder),None,Cerebellar laceration without open intracranial wound (disorder)|Brainstem laceration with open intracranial wound (disorder)|Cortical laceration with open intracranial wound (disorder)|Subcortical laceration with open intracranial wound (disorder)
2026-03-05T09:43:17.614672,gemini-3-flash-preview,set1,Sacral spinal cord injury without bone injury,Injury of sacral spinal cord without fracture of bony spine (disorder),disorder,Primitive,Injury of sacral spinal cord (disorder)|Spinal cord injury without bone injury (disorder),Injury of lumbosacral spinal cord (disorder)|Spinal cord injury (disorder),Complete sacral spinal cord injury without bone injury (disorder)|Incomplete sacral spinal cord injury without bone injury (disorder),Cervical spinal cord injury without bone injury (disorder)|Thoracic spinal cord injury without bone injury (disorder)|Lumbar spinal cord injury without bone injury (disorder)|Conus medullaris injury without bone injury (disorder)
2026-03-05T09:43:26.772529,gemini-3-flash-preview,set1,Dehydrated hereditary stomatocytosis,Dehydrated hereditary stomatocytosis (disorder),disorder,Primitive,Hereditary stomatocytosis (disorder),Congenital hemolytic anemia (disorder)|Stomatocytosis (disorder),None,Overhydrated hereditary stomatocytosis (disorder)
2026-03-05T09:43:45.529894,gemini-3-flash-preview,set1,Product containing precisely tinzaparin sodium 20000 unit/1 milliliter conventional release solution for injection,"Product containing precisely tinzaparin sodium 20,000 units/1 mL conventional release solution for injection (medicinal product)",medicinal product,Fully defined,Product containing tinzaparin sodium in conventional release solution for injection (medicinal product form),Product containing tinzaparin sodium (medicinal product),"Innohep 20,000 units/1mL solution for injection (product)","Product containing precisely tinzaparin sodium 10,000 units/0.5 mL conventional release solution for injection (medicinal product)|Product containing precisely tinzaparin sodium 14,000 units/0.7 mL conventional release solution for injection (medicinal product)|Product containing precisely tinzaparin sodium 3,500 units/0.35 mL conventional release solution for injection (medicinal product)|Product containing precisely tinzaparin sodium 4,500 units/0.45 mL conventional release solution for injection (medicinal product)"
2026-03-05T09:43:52.081380,gemini-3-flash-preview,set1,History of mood disorder,History of mood disorder (situation),(situation),Primitive,History of mental disorder (situation),History of clinical finding (situation),History of bipolar disorder (situation)|History of depressive disorder (situation),History of anxiety disorder (situation)|History of eating disorder (situation)|History of neurodevelopmental disorder (situation)|History of personality disorder (situation)|History of psychotic disorder (situation)|History of substance use disorder (situation)
2026-03-05T09:44:00.872912,gemini-3-flash-preview,set1,Dislocation of prosthetic joint of elbow,Dislocation of prosthetic joint of elbow (disorder),disorder,Fully defined,Dislocation of prosthetic joint (disorder)|Prosthetic joint complication of elbow (disorder),Complication of prosthetic joint (disorder)|Dislocation of joint (disorder)|Complication of prosthetic joint of upper limb (disorder)|Joint complication of elbow (disorder),None,Dislocation of prosthetic joint of hip (disorder)|Dislocation of prosthetic joint of knee (disorder)|Dislocation of prosthetic joint of shoulder (disorder)|Dislocation of prosthetic joint of ankle (disorder)|Dislocation of prosthetic joint of wrist (disorder)|Infection of prosthetic joint of elbow (disorder)|Mechanical failure of prosthetic joint of elbow (disorder)|Periprosthetic fracture of elbow (disorder)
2026-03-05T09:44:21.092410,gemini-3-flash-preview,set1,Product containing only brompheniramine and guaifenesin and hydrocodone in oral dose form,"Product containing brompheniramine, guaifenesin and hydrocodone in oral dose form (medicinal product form)",medicinal product form,Fully defined,Product containing brompheniramine and guaifenesin and hydrocodone (medicinal product)|Product containing brompheniramine and guaifenesin in oral dose form (medicinal product form)|Product containing brompheniramine and hydrocodone in oral dose form (medicinal product form)|Product containing guaifenesin and hydrocodone in oral dose form (medicinal product form),Product containing brompheniramine and guaifenesin (medicinal product)|Product containing brompheniramine and hydrocodone (medicinal product)|Product containing guaifenesin and hydrocodone (medicinal product)|Product containing brompheniramine (medicinal product)|Product containing guaifenesin (medicinal product)|Product containing hydrocodone (medicinal product)|Product in oral dose form (medicinal product form),"Product containing only brompheniramine maleate, guaifenesin and hydrocodone bitartrate in oral dose form (clinical drug)","Product containing brompheniramine, codeine and guaifenesin in oral dose form (medicinal product form)|Product containing brompheniramine, dextromethorphan and guaifenesin in oral dose form (medicinal product form)|Product containing chlorphenamine, guaifenesin and hydrocodone in oral dose form (medicinal product form)|Product containing phenylephrine, brompheniramine and guaifenesin in oral dose form (medicinal product form)"
2026-03-05T09:44:32.253015,gemini-3-flash-preview,set1,Unable to wash laundry,Unable to wash laundry (finding),finding,Primitive,Unable to manage household activities (finding)|Finding of ability to wash laundry (finding),Finding of ability to manage household activities (finding)|Finding of household management (finding),None,Able to wash laundry (finding)|Unable to prepare food (finding)|Unable to cook (finding)|Unable to clean environment (finding)|Unable to shop (finding)|Unable to manage financial affairs (finding)
2026-03-05T09:44:41.931097,gemini-3-flash-preview,set1,Entire corticothalamic fibers of posterior limb of internal capsule,Entire corticothalamic fibers of posterior limb of internal capsule (body structure),body structure,Primitive,Entire projection fibers of posterior limb of internal capsule (body structure),Entire posterior limb of internal capsule (body structure),None,Entire corticopontine fibers of posterior limb of internal capsule (body structure)|Entire corticospinal fibers of posterior limb of internal capsule (body structure)|Entire parietal-pontine fibers of posterior limb of internal capsule (body structure)|Entire thalamocortical fibers of posterior limb of internal capsule (body structure)
2026-03-05T09:45:04.101940,gemini-3-flash-preview,set1,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection,Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter conventional release solution for injection (medicinal product),medicinal product,Fully defined,Product containing lidocaine hydrochloride in conventional release solution for injection (medicinal product)|Product containing precisely lidocaine hydrochloride 1 milligram/1 milliliter (medicinal product),Product containing lidocaine hydrochloride (medicinal product)|Product containing lidocaine in conventional release solution for injection (medicinal product)|Conventional release solution for injection (product),None,Product containing precisely lidocaine hydrochloride 10 milligram/1 milliliter conventional release solution for injection (medicinal product)|Product containing precisely lidocaine hydrochloride 20 milligram/1 milliliter conventional release solution for injection (medicinal product)|Product containing precisely lidocaine hydrochloride 5 milligram/1 milliliter conventional release solution for injection (medicinal product)|Product containing precisely lidocaine hydrochloride 40 milligram/1 milliliter conventional release solution for injection (medicinal product)
2026-03-05T09:45:13.317386,gemini-3-flash-preview,set1,Congenital absence of uvula,Congenital absence of uvula (disorder),disorder,Primitive,Congenital anomaly of uvula (disorder)|Congenital absence of part of mouth (disorder),Congenital anomaly of soft palate (disorder)|Congenital anomaly of mouth (disorder),None,Bifid uvula (disorder)|Hypoplasia of uvula (disorder)|Congenital absence of salivary gland (disorder)|Congenital absence of tongue (disorder)|Congenital absence of lip (disorder)|Congenital absence of soft palate (disorder)
2026-03-05T09:45:21.374653,gemini-3-flash-preview,set1,Streptococcus pyogenes type emm35,Streptococcus pyogenes type emm35 (organism),organism,Primitive,Streptococcus pyogenes (organism),"Streptococcus, group A (organism)|Pyogenic streptococci (organism)",None,Streptococcus pyogenes type emm1 (organism)|Streptococcus pyogenes type emm3 (organism)|Streptococcus pyogenes type emm12 (organism)|Streptococcus pyogenes type emm28 (organism)|Streptococcus pyogenes type emm75 (organism)|Streptococcus pyogenes type emm89 (organism)
2026-03-05T09:45:38.392224,gemini-3-flash-preview,set1,Fracture of mandible involving dental socket,Fracture of mandible involving dental socket (disorder),disorder,Fully defined,Fracture of dental socket (disorder)|Fracture of mandible (disorder),Fracture of alveolar process (disorder)|Fracture of lower jaw (disorder)|Fracture of skull (disorder)|Injury of dental socket (disorder),Closed fracture of mandible involving dental socket (disorder)|Open fracture of mandible involving dental socket (disorder),Fracture of alveolar process of mandible (disorder)|Fracture of angle of mandible (disorder)|Fracture of body of mandible (disorder)|Fracture of condylar process of mandible (disorder)|Fracture of coronoid process of mandible (disorder)|Fracture of ramus of mandible (disorder)|Fracture of symphysis of mandible (disorder)
2026-03-05T09:45:52.638481,gemini-3-flash-preview,set1,Foreign body in skin of finger with infection,Foreign body in skin of finger with infection (disorder),disorder,Fully defined,Foreign body in skin of finger (disorder)|Infected foreign body in skin (disorder),Foreign body of finger (disorder)|Foreign body in skin (disorder)|Foreign body in skin of upper limb (disorder)|Infection of skin (disorder),Foreign body in skin of thumb with infection (disorder),Foreign body in skin of finger without infection (disorder)|Infected foreign body in skin of hand (disorder)|Infected foreign body in skin of toe (disorder)|Infected foreign body in skin of foot (disorder)|Infected foreign body in skin of trunk (disorder)
2026-03-05T09:46:09.635552,gemini-3-flash-preview,set1,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection,Product containing precisely naloxone hydrochloride 400 microgram/1 milliliter conventional release solution for injection (clinical drug),clinical drug,Fully defined,Product containing naloxone (medicinal product form)|Product containing naloxone hydrochloride (medicinal product),Product containing naloxone (medicinal product)|Medicinal product in solution for injection (medicinal product form)|Product containing opioid receptor antagonist (medicinal product),None,Product containing precisely naloxone hydrochloride 20 microgram/1 milliliter conventional release solution for injection (clinical drug)|Product containing precisely naloxone hydrochloride 400 microgram/2 milliliter conventional release solution for injection (clinical drug)|Product containing precisely naloxone hydrochloride 1 milligram/1 milliliter conventional release solution for injection (clinical drug)
2026-03-05T09:46:23.374969,gemini-3-flash-preview,set1,Excisional biopsy of lacrimal sac,Excisional biopsy of lacrimal sac (procedure),procedure,Fully defined,Biopsy of lacrimal sac (procedure)|Excision of lacrimal sac (procedure),Biopsy of lacrimal apparatus (procedure)|Excision of lacrimal apparatus (procedure)|Operation on lacrimal sac (procedure),None,Incisional biopsy of lacrimal sac (procedure)|Partial dacryocystectomy (procedure)|Total dacryocystectomy (procedure)
2026-03-05T09:46:35.741692,gemini-3-flash-preview,set1,Catatonic posturing,Catatonic posturing (finding),finding,Primitive,Catatonic state (finding),Psychomotor finding (finding),Waxy flexibility (finding),Catalepsy (finding)|Catatonic agitation (finding)|Catatonic stupor (finding)|Negativism (finding)|Automatic obedience (finding)|Mitgehen (finding)|Mitmachen (finding)|Postural echo (finding)
2026-03-05T09:46:49.115865,gemini-3-flash-preview,set1,Structure of palmaris brevis muscle,Structure of palmaris brevis muscle (body structure),body structure,Primitive,Muscle structure of hypothenar eminence (body structure)|Structure of muscle of hand (body structure),Structure of muscle of upper limb (body structure),(None),Structure of abductor digiti minimi muscle of hand (body structure)|Structure of flexor digiti minimi brevis muscle of hand (body structure)|Structure of opponens digiti minimi muscle (body structure)|Muscle structure of thenar eminence (body structure)|Structure of dorsal interosseous muscle of hand (body structure)|Structure of palmar interosseous muscle (body structure)|Structure of lumbrical muscle of hand (body structure)|Structure of adductor pollicis muscle (body structure)
2026-03-05T09:46:54.957204,gemini-3-flash-preview,set1,Butteroil,Butteroil (substance),substance,Primitive,Butter (substance),Animal fat (substance)|Dairy product (substance),None,Clarified butter (substance)
2026-03-05T09:47:04.525065,gemini-3-flash-preview,set1,Entire ventral posterolateral nucleus of thalamus,Entire ventral posterolateral nucleus of thalamus (body structure),body structure,Primitive,Entire ventral posterior nucleus of thalamus (body structure)|Structure of ventral posterolateral nucleus of thalamus (body structure),Entire ventral nuclear group of thalamus (body structure)|Structure of ventral posterior nucleus of thalamus (body structure)|Thalamic nucleus (body structure),None,Entire ventral posteromedial nucleus of thalamus (body structure)|Entire ventral posteroinferior nucleus of thalamus (body structure)
2026-03-05T09:47:17.076079,gemini-3-flash-preview,set1,Anomalous pulmonary venous drainage to right atrium,Anomalous pulmonary venous drainage to right atrium (disorder),disorder,Fully defined,Anomalous pulmonary venous connection to heart (disorder)|Congenital anomaly of right atrium (disorder),Anomalous pulmonary venous connection (disorder)|Congenital anomaly of atrium (disorder)|Congenital heart disease (disorder),Partial anomalous pulmonary venous drainage to right atrium (disorder)|Total anomalous pulmonary venous drainage to right atrium (disorder),Anomalous pulmonary venous connection to coronary sinus (disorder)|Anomalous pulmonary venous connection to left atrium (disorder)|Congenital diverticulum of right atrium (disorder)|Double outlet right atrium (disorder)|Cor triatriatum dexter (disorder)|Congenital anomaly of right atrial appendage (disorder)
2026-03-05T09:47:28.996484,gemini-3-flash-preview,set1,Caries of cervical margin of tooth,Caries of cervical margin of tooth (disorder),disorder,Primitive,Dental caries (disorder),Disease of hard tissues of teeth (disorder),None,Dental caries of dentine (disorder)|Dental caries of enamel (disorder)|Arrested dental caries (disorder)|Recurrent dental caries (disorder)|Dental caries of cementum (disorder)|White spot lesion of tooth (disorder)|Radiation caries (disorder)
